,Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Market Category,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity,MSRP
8247,Land Rover,Range Rover Evoque,2015,premium unleaded (recommended),240.0,4.0,AUTOMATIC,all wheel drive,2.0,"Crossover,Luxury",Compact,2dr SUV,,21.0,258.0,45100.0
8248,Land Rover,Range Rover Evoque,2015,premium unleaded (recommended),240.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Compact,4dr SUV,,21.0,258.0,44100.0
8249,Land Rover,Range Rover Evoque,2015,premium unleaded (recommended),240.0,4.0,AUTOMATIC,all wheel drive,2.0,"Crossover,Luxury",Compact,2dr SUV,,21.0,258.0,49900.0
8251,Land Rover,Range Rover Evoque,2015,premium unleaded (recommended),240.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Compact,4dr SUV,,21.0,258.0,56600.0
8252,Land Rover,Range Rover Evoque,2015,premium unleaded (recommended),240.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Compact,4dr SUV,,21.0,258.0,55700.0
8253,Land Rover,Range Rover Evoque,2015,premium unleaded (recommended),240.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Compact,4dr SUV,,21.0,258.0,48900.0
8255,Land Rover,Range Rover Evoque,2016,premium unleaded (recommended),240.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Compact,4dr SUV,,21.0,258.0,50475.0
8256,Land Rover,Range Rover Evoque,2016,premium unleaded (recommended),240.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Compact,4dr SUV,,21.0,258.0,53775.0
8257,Land Rover,Range Rover Evoque,2016,premium unleaded (recommended),240.0,4.0,AUTOMATIC,all wheel drive,2.0,"Crossover,Luxury",Compact,2dr SUV,,21.0,258.0,46675.0
8258,Land Rover,Range Rover Evoque,2016,premium unleaded (recommended),240.0,4.0,AUTOMATIC,all wheel drive,2.0,"Crossover,Luxury",Compact,2dr SUV,,21.0,258.0,53775.0
8259,Land Rover,Range Rover Evoque,2016,premium unleaded (recommended),240.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Compact,4dr SUV,,21.0,258.0,41475.0
8260,Land Rover,Range Rover Evoque,2016,premium unleaded (recommended),240.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Compact,4dr SUV,,21.0,258.0,60775.0
8261,Land Rover,Range Rover Evoque,2016,premium unleaded (recommended),240.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Compact,4dr SUV,,21.0,258.0,45675.0
8262,Land Rover,Range Rover Evoque,2017,premium unleaded (recommended),240.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Compact,4dr SUV,,21.0,258.0,51000.0
8263,Land Rover,Range Rover Evoque,2017,premium unleaded (recommended),240.0,4.0,AUTOMATIC,all wheel drive,2.0,"Crossover,Luxury",Compact,2dr SUV,,21.0,258.0,45700.0
8264,Land Rover,Range Rover Evoque,2017,premium unleaded (recommended),240.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Compact,4dr SUV,,21.0,258.0,45800.0
8265,Land Rover,Range Rover Evoque,2017,premium unleaded (recommended),240.0,4.0,AUTOMATIC,all wheel drive,2.0,"Crossover,Luxury",Compact,Convertible SUV,,20.0,258.0,57700.0
8266,Land Rover,Range Rover Evoque,2017,premium unleaded (recommended),240.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Compact,4dr SUV,,21.0,258.0,62500.0
8267,Land Rover,Range Rover Evoque,2017,premium unleaded (recommended),240.0,4.0,AUTOMATIC,all wheel drive,2.0,"Crossover,Luxury",Compact,Convertible SUV,,20.0,258.0,51100.0
8268,Land Rover,Range Rover Evoque,2017,premium unleaded (recommended),240.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Compact,4dr SUV,,21.0,258.0,41800.0
8269,Land Rover,Range Rover Evoque,2017,premium unleaded (recommended),240.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Compact,4dr SUV,,21.0,258.0,54200.0
8270,Land Rover,Range Rover Sport,2014,flex-fuel (premium unleaded required/E85),510.0,8.0,AUTOMATIC,four wheel drive,4.0,"Flex Fuel,Luxury,High-Performance",Midsize,4dr SUV,,14.0,258.0,79100.0
8271,Land Rover,Range Rover Sport,2014,premium unleaded (required),340.0,6.0,AUTOMATIC,four wheel drive,4.0,"Luxury,Performance",Midsize,4dr SUV,,17.0,258.0,67600.0
8272,Land Rover,Range Rover Sport,2014,flex-fuel (premium unleaded required/E85),340.0,6.0,AUTOMATIC,four wheel drive,4.0,"Flex Fuel,Luxury,Performance",Midsize,4dr SUV,,17.0,258.0,62600.0
8273,Land Rover,Range Rover Sport,2014,flex-fuel (premium unleaded required/E85),510.0,8.0,AUTOMATIC,four wheel drive,4.0,"Flex Fuel,Luxury,High-Performance",Midsize,4dr SUV,,14.0,258.0,
8274,Land Rover,Range Rover Sport,2014,premium unleaded (required),510.0,8.0,AUTOMATIC,four wheel drive,4.0,"Luxury,High-Performance",Midsize,4dr SUV,,14.0,258.0,
8275,Land Rover,Range Rover Sport,2014,premium unleaded (required),510.0,8.0,AUTOMATIC,four wheel drive,4.0,"Luxury,High-Performance",Midsize,4dr SUV,,14.0,258.0,79100.0
8276,Land Rover,Range Rover Sport,2014,flex-fuel (premium unleaded required/E85),340.0,6.0,AUTOMATIC,four wheel drive,4.0,"Flex Fuel,Luxury,Performance",Midsize,4dr SUV,,17.0,258.0,67600.0
8277,Land Rover,Range Rover Sport,2014,premium unleaded (required),340.0,6.0,AUTOMATIC,four wheel drive,4.0,"Luxury,Performance",Midsize,4dr SUV,,17.0,258.0,62600.0
8278,Land Rover,Range Rover Sport,2015,flex-fuel (premium unleaded required/E85),340.0,6.0,AUTOMATIC,four wheel drive,4.0,"Flex Fuel,Luxury,Performance",Midsize,4dr SUV,,17.0,258.0,63350.0
8279,Land Rover,Range Rover Sport,2015,flex-fuel (premium unleaded required/E85),340.0,6.0,AUTOMATIC,four wheel drive,4.0,"Flex Fuel,Luxury,Performance",Midsize,4dr SUV,,17.0,258.0,68295.0
8280,Land Rover,Range Rover Sport,2015,flex-fuel (premium unleaded required/E85),510.0,8.0,AUTOMATIC,four wheel drive,4.0,"Flex Fuel,Luxury,High-Performance",Midsize,4dr SUV,,14.0,258.0,79995.0
8281,Land Rover,Range Rover Sport,2015,flex-fuel (premium unleaded required/E85),550.0,8.0,AUTOMATIC,four wheel drive,4.0,"Flex Fuel,Factory Tuner,Luxury,High-Performance",Midsize,4dr SUV,,14.0,258.0,
8282,Land Rover,Range Rover Sport,2015,flex-fuel (premium unleaded required/E85),510.0,8.0,AUTOMATIC,four wheel drive,4.0,"Flex Fuel,Luxury,High-Performance",Midsize,4dr SUV,,14.0,258.0,
8284,Land Rover,Range Rover Sport,2015,flex-fuel (premium unleaded required/E85),340.0,6.0,AUTOMATIC,four wheel drive,4.0,"Flex Fuel,Luxury,Performance",Midsize,4dr SUV,,17.0,258.0,76875.0
8285,Land Rover,Range Rover Sport,2016,premium unleaded (recommended),510.0,8.0,AUTOMATIC,four wheel drive,4.0,"Luxury,High-Performance",Midsize,4dr SUV,,14.0,258.0,
8286,Land Rover,Range Rover Sport,2016,premium unleaded (recommended),510.0,8.0,AUTOMATIC,four wheel drive,4.0,"Luxury,High-Performance",Midsize,4dr SUV,,14.0,258.0,79950.0
8287,Land Rover,Range Rover Sport,2016,premium unleaded (recommended),510.0,8.0,AUTOMATIC,four wheel drive,4.0,"Luxury,High-Performance",Midsize,4dr SUV,,14.0,258.0,
8288,Land Rover,Range Rover Sport,2016,premium unleaded (recommended),550.0,8.0,AUTOMATIC,four wheel drive,4.0,"Factory Tuner,Luxury,High-Performance",Midsize,4dr SUV,,14.0,258.0,
8289,Land Rover,Range Rover Sport,2016,premium unleaded (recommended),340.0,6.0,AUTOMATIC,four wheel drive,4.0,"Luxury,Performance",Midsize,4dr SUV,,17.0,258.0,64950.0
8290,Land Rover,Range Rover Sport,2016,diesel,254.0,6.0,AUTOMATIC,four wheel drive,4.0,"Diesel,Luxury",Midsize,4dr SUV,,22.0,258.0,66450.0
8291,Land Rover,Range Rover Sport,2016,premium unleaded (recommended),340.0,6.0,AUTOMATIC,four wheel drive,4.0,"Luxury,Performance",Midsize,4dr SUV,,17.0,258.0,69950.0
8292,Land Rover,Range Rover Sport,2016,diesel,254.0,6.0,AUTOMATIC,four wheel drive,4.0,"Diesel,Luxury",Midsize,4dr SUV,,22.0,258.0,71450.0
8293,Land Rover,Range Rover Sport,2016,premium unleaded (recommended),510.0,8.0,AUTOMATIC,four wheel drive,4.0,"Luxury,High-Performance",Midsize,4dr SUV,,14.0,258.0,82695.0
8294,Land Rover,Range Rover,2014,flex-fuel (premium unleaded required/E85),510.0,8.0,AUTOMATIC,four wheel drive,4.0,"Flex Fuel,Luxury,High-Performance",Large,4dr SUV,,13.0,258.0,
8295,Land Rover,Range Rover,2014,premium unleaded (required),510.0,8.0,AUTOMATIC,four wheel drive,4.0,"Luxury,High-Performance",Large,4dr SUV,,13.0,258.0,
8296,Land Rover,Range Rover,2014,flex-fuel (premium unleaded required/E85),510.0,8.0,AUTOMATIC,four wheel drive,4.0,"Flex Fuel,Luxury,High-Performance",Large,4dr SUV,,13.0,258.0,
8297,Land Rover,Range Rover,2014,flex-fuel (premium unleaded required/E85),340.0,6.0,AUTOMATIC,four wheel drive,4.0,"Flex Fuel,Luxury",Large,4dr SUV,,17.0,258.0,83300.0
8298,Land Rover,Range Rover,2014,flex-fuel (premium unleaded required/E85),510.0,8.0,AUTOMATIC,four wheel drive,4.0,"Flex Fuel,Luxury,High-Performance",Large,4dr SUV,,13.0,258.0,
8299,Land Rover,Range Rover,2014,flex-fuel (premium unleaded required/E85),510.0,8.0,AUTOMATIC,four wheel drive,4.0,"Flex Fuel,Luxury,High-Performance",Large,4dr SUV,,13.0,258.0,
8300,Land Rover,Range Rover,2014,flex-fuel (premium unleaded required/E85),510.0,8.0,AUTOMATIC,four wheel drive,4.0,"Flex Fuel,Luxury,High-Performance",Large,4dr SUV,,13.0,258.0,
8301,Land Rover,Range Rover,2014,premium unleaded (required),340.0,6.0,AUTOMATIC,four wheel drive,4.0,Luxury,Large,4dr SUV,,17.0,258.0,83300.0
8302,Land Rover,Range Rover,2014,premium unleaded (required),510.0,8.0,AUTOMATIC,four wheel drive,4.0,"Luxury,High-Performance",Large,4dr SUV,,13.0,258.0,
8303,Land Rover,Range Rover,2014,premium unleaded (required),510.0,8.0,AUTOMATIC,four wheel drive,4.0,"Luxury,High-Performance",Large,4dr SUV,,13.0,258.0,
8304,Land Rover,Range Rover,2014,premium unleaded (required),510.0,8.0,AUTOMATIC,four wheel drive,4.0,"Luxury,High-Performance",Large,4dr SUV,,13.0,258.0,
8305,Land Rover,Range Rover,2014,flex-fuel (premium unleaded required/E85),340.0,6.0,AUTOMATIC,four wheel drive,4.0,"Flex Fuel,Luxury",Large,4dr SUV,,17.0,258.0,
8306,Land Rover,Range Rover,2014,flex-fuel (premium unleaded required/E85),510.0,8.0,AUTOMATIC,four wheel drive,4.0,"Flex Fuel,Luxury,High-Performance",Large,4dr SUV,,13.0,258.0,
8307,Land Rover,Range Rover,2014,premium unleaded (required),510.0,8.0,AUTOMATIC,four wheel drive,4.0,"Luxury,High-Performance",Large,4dr SUV,,13.0,258.0,
8308,Land Rover,Range Rover,2014,premium unleaded (required),340.0,6.0,AUTOMATIC,four wheel drive,4.0,Luxury,Large,4dr SUV,,17.0,258.0,
8309,Land Rover,Range Rover,2015,flex-fuel (premium unleaded required/E85),340.0,6.0,AUTOMATIC,four wheel drive,4.0,"Flex Fuel,Luxury",Large,4dr SUV,,17.0,258.0,83495.0
8310,Land Rover,Range Rover,2015,flex-fuel (premium unleaded required/E85),510.0,8.0,AUTOMATIC,four wheel drive,4.0,"Flex Fuel,Luxury,High-Performance",Large,4dr SUV,,13.0,258.0,
8311,Land Rover,Range Rover,2015,flex-fuel (premium unleaded required/E85),510.0,8.0,AUTOMATIC,four wheel drive,4.0,"Flex Fuel,Luxury,High-Performance",Large,4dr SUV,,13.0,258.0,
8312,Land Rover,Range Rover,2015,flex-fuel (premium unleaded required/E85),510.0,8.0,AUTOMATIC,four wheel drive,4.0,"Flex Fuel,Luxury,High-Performance",Large,4dr SUV,,13.0,258.0,
8313,Land Rover,Range Rover,2015,flex-fuel (premium unleaded required/E85),510.0,8.0,AUTOMATIC,four wheel drive,4.0,"Flex Fuel,Luxury,High-Performance",Large,4dr SUV,,13.0,258.0,
8314,Land Rover,Range Rover,2015,flex-fuel (premium unleaded required/E85),340.0,6.0,AUTOMATIC,four wheel drive,4.0,"Flex Fuel,Luxury",Large,4dr SUV,,17.0,258.0,
8315,Land Rover,Range Rover,2015,flex-fuel (premium unleaded required/E85),340.0,6.0,AUTOMATIC,four wheel drive,4.0,"Flex Fuel,Luxury",Large,4dr SUV,,17.0,258.0,
8316,Land Rover,Range Rover,2015,flex-fuel (premium unleaded required/E85),340.0,6.0,AUTOMATIC,four wheel drive,4.0,"Flex Fuel,Luxury",Large,4dr SUV,,17.0,258.0,
8317,Land Rover,Range Rover,2015,flex-fuel (premium unleaded required/E85),510.0,8.0,AUTOMATIC,four wheel drive,4.0,"Flex Fuel,Luxury,High-Performance",Large,4dr SUV,,13.0,258.0,
8318,Land Rover,Range Rover,2015,flex-fuel (premium unleaded required/E85),510.0,8.0,AUTOMATIC,four wheel drive,4.0,"Flex Fuel,Luxury,High-Performance",Large,4dr SUV,,13.0,258.0,
8319,Land Rover,Range Rover,2015,flex-fuel (premium unleaded required/E85),510.0,8.0,AUTOMATIC,four wheel drive,4.0,"Flex Fuel,Luxury,High-Performance",Large,4dr SUV,,13.0,258.0,
8320,Land Rover,Range Rover,2016,diesel,254.0,6.0,AUTOMATIC,four wheel drive,4.0,"Diesel,Luxury",Large,4dr SUV,,22.0,258.0,
8321,Land Rover,Range Rover,2016,premium unleaded (recommended),510.0,8.0,AUTOMATIC,four wheel drive,4.0,"Luxury,High-Performance",Large,4dr SUV,,14.0,258.0,
8322,Land Rover,Range Rover,2016,premium unleaded (recommended),510.0,8.0,AUTOMATIC,four wheel drive,4.0,"Luxury,High-Performance",Large,4dr SUV,,14.0,258.0,
8323,Land Rover,Range Rover,2016,premium unleaded (recommended),510.0,8.0,AUTOMATIC,four wheel drive,4.0,"Luxury,High-Performance",Large,4dr SUV,,14.0,258.0,
8324,Land Rover,Range Rover,2016,premium unleaded (recommended),340.0,6.0,AUTOMATIC,four wheel drive,4.0,Luxury,Large,4dr SUV,,17.0,258.0,
8325,Land Rover,Range Rover,2016,premium unleaded (recommended),550.0,8.0,AUTOMATIC,four wheel drive,4.0,"Factory Tuner,Luxury,High-Performance",Large,4dr SUV,,14.0,258.0,
8326,Land Rover,Range Rover,2016,premium unleaded (recommended),510.0,8.0,AUTOMATIC,four wheel drive,4.0,"Luxury,High-Performance",Large,4dr SUV,,14.0,258.0,
8327,Land Rover,Range Rover,2016,premium unleaded (recommended),380.0,6.0,AUTOMATIC,four wheel drive,4.0,"Luxury,Performance",Large,4dr SUV,,17.0,258.0,
8328,Land Rover,Range Rover,2016,diesel,254.0,6.0,AUTOMATIC,four wheel drive,4.0,"Diesel,Luxury",Large,4dr SUV,,22.0,258.0,
8366,Aston Martin,Rapide S,2014,premium unleaded (required),550.0,,AUTOMATIC,rear wheel drive,4.0,"Exotic,High-Performance",Large,Sedan,19.0,13.0,259.0,
8367,Aston Martin,Rapide S,2015,premium unleaded (required),552.0,,AUTOMATIC,rear wheel drive,4.0,"Exotic,High-Performance",Large,Sedan,22.0,14.0,259.0,
8368,Aston Martin,Rapide S,2016,premium unleaded (required),552.0,,AUTOMATIC,rear wheel drive,4.0,"Exotic,High-Performance",Large,Sedan,22.0,14.0,259.0,
8369,Aston Martin,Rapide,2010,premium unleaded (required),470.0,,AUTOMATIC,rear wheel drive,4.0,"Exotic,High-Performance",Large,Sedan,19.0,13.0,259.0,
8370,Aston Martin,Rapide,2011,premium unleaded (required),470.0,,AUTOMATIC,rear wheel drive,4.0,"Exotic,High-Performance",Large,Sedan,19.0,13.0,259.0,
8371,Aston Martin,Rapide,2012,premium unleaded (required),470.0,,AUTOMATIC,rear wheel drive,4.0,"Exotic,High-Performance",Large,Sedan,19.0,13.0,259.0,
8372,Aston Martin,Rapide,2012,premium unleaded (required),470.0,,AUTOMATIC,rear wheel drive,4.0,"Exotic,High-Performance",Large,Sedan,19.0,13.0,259.0,
8376,Toyota,RAV4 Hybrid,2016,regular unleaded,194.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Hybrid",Midsize,4dr SUV,,,2031.0,28370.0
8377,Toyota,RAV4 Hybrid,2016,regular unleaded,194.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Hybrid",Midsize,4dr SUV,,,2031.0,33610.0
8378,Toyota,RAV4 Hybrid,2017,regular unleaded,194.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Hybrid",Midsize,4dr SUV,,,2031.0,34030.0
8379,Toyota,RAV4 Hybrid,2017,regular unleaded,194.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Hybrid",Midsize,4dr SUV,,,2031.0,29030.0
8380,Toyota,RAV4 Hybrid,2017,regular unleaded,194.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Hybrid",Midsize,4dr SUV,,,2031.0,32185.0
8381,Toyota,RAV4,2015,regular unleaded,176.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,,24.0,2031.0,25240.0
8382,Toyota,RAV4,2015,regular unleaded,176.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,,22.0,2031.0,29850.0
8383,Toyota,RAV4,2015,regular unleaded,176.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,,24.0,2031.0,28450.0
8384,Toyota,RAV4,2015,regular unleaded,176.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,,22.0,2031.0,26640.0
8385,Toyota,RAV4,2015,regular unleaded,176.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,,24.0,2031.0,23680.0
8386,Toyota,RAV4,2015,regular unleaded,176.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,,22.0,2031.0,25080.0
8387,Toyota,RAV4,2016,regular unleaded,176.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,,24.0,2031.0,29265.0
8388,Toyota,RAV4,2016,regular unleaded,176.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,,22.0,2031.0,25750.0
8389,Toyota,RAV4,2016,regular unleaded,176.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,,24.0,2031.0,26270.0
8390,Toyota,RAV4,2016,regular unleaded,176.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,,24.0,2031.0,24350.0
8391,Toyota,RAV4,2016,regular unleaded,176.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,,22.0,2031.0,30665.0
8392,Toyota,RAV4,2016,regular unleaded,176.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,,24.0,2031.0,31510.0
8393,Toyota,RAV4,2016,regular unleaded,176.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,,22.0,2031.0,32910.0
8394,Toyota,RAV4,2016,regular unleaded,176.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,,22.0,2031.0,27670.0
8395,Toyota,RAV4,2017,regular unleaded,176.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,,23.0,2031.0,31830.0
8396,Toyota,RAV4,2017,regular unleaded,176.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,,22.0,2031.0,28230.0
8397,Toyota,RAV4,2017,regular unleaded,176.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,,22.0,2031.0,26310.0
8398,Toyota,RAV4,2017,regular unleaded,176.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,,23.0,2031.0,24910.0
8399,Toyota,RAV4,2017,regular unleaded,176.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,,22.0,2031.0,36150.0
8400,Toyota,RAV4,2017,regular unleaded,176.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,,22.0,2031.0,33230.0
8401,Toyota,RAV4,2017,regular unleaded,176.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,,23.0,2031.0,34750.0
8402,Toyota,RAV4,2017,regular unleaded,176.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,,23.0,2031.0,26830.0
8403,Toyota,RAV4,2017,regular unleaded,176.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,,23.0,2031.0,29985.0
8404,Toyota,RAV4,2017,regular unleaded,176.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,,22.0,2031.0,31385.0
8405,Lexus,RC 200t,2016,premium unleaded (required),241.0,4.0,AUTOMATIC,rear wheel drive,2.0,Luxury,Midsize,Coupe,,22.0,454.0,39995.0
8406,Lexus,RC 200t,2017,premium unleaded (required),241.0,4.0,AUTOMATIC,rear wheel drive,2.0,Luxury,Midsize,Coupe,,22.0,454.0,40155.0
8407,Lexus,RC 300,2016,premium unleaded (required),255.0,6.0,AUTOMATIC,all wheel drive,2.0,Luxury,Midsize,Coupe,,19.0,454.0,42610.0
8408,Lexus,RC 300,2017,premium unleaded (required),255.0,6.0,AUTOMATIC,all wheel drive,2.0,Luxury,Midsize,Coupe,,19.0,454.0,42770.0
8409,Lexus,RC 350,2015,premium unleaded (required),306.0,6.0,AUTOMATIC,rear wheel drive,2.0,"Luxury,Performance",Midsize,Coupe,,19.0,454.0,42790.0
8410,Lexus,RC 350,2015,premium unleaded (required),306.0,6.0,AUTOMATIC,all wheel drive,2.0,"Luxury,Performance",Midsize,Coupe,,19.0,454.0,45025.0
8411,Lexus,RC 350,2016,premium unleaded (required),306.0,6.0,AUTOMATIC,all wheel drive,2.0,"Luxury,Performance",Midsize,Coupe,,19.0,454.0,45015.0
8412,Lexus,RC 350,2016,premium unleaded (required),306.0,6.0,AUTOMATIC,rear wheel drive,2.0,"Luxury,Performance",Midsize,Coupe,,19.0,454.0,42780.0
8413,Lexus,RC 350,2017,premium unleaded (required),306.0,6.0,AUTOMATIC,all wheel drive,2.0,"Luxury,Performance",Midsize,Coupe,,19.0,454.0,45175.0
8414,Lexus,RC 350,2017,premium unleaded (required),306.0,6.0,AUTOMATIC,rear wheel drive,2.0,"Luxury,Performance",Midsize,Coupe,,19.0,454.0,43010.0
8415,Lexus,RC F,2015,premium unleaded (required),467.0,8.0,AUTOMATIC,rear wheel drive,2.0,"Factory Tuner,Luxury,High-Performance",Midsize,Coupe,,16.0,454.0,62400.0
8416,Lexus,RC F,2016,premium unleaded (required),467.0,8.0,AUTOMATIC,rear wheel drive,2.0,"Factory Tuner,Luxury,High-Performance",Midsize,Coupe,,16.0,454.0,62805.0
8417,Lexus,RC F,2017,premium unleaded (required),467.0,8.0,AUTOMATIC,rear wheel drive,2.0,"Factory Tuner,Luxury,High-Performance",Midsize,Coupe,,16.0,454.0,64165.0
8418,Acura,RDX,2015,premium unleaded (recommended),273.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,,19.0,204.0,36495.0
8419,Acura,RDX,2015,premium unleaded (recommended),273.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,,19.0,204.0,40195.0
8420,Acura,RDX,2015,premium unleaded (recommended),273.0,6.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,,20.0,204.0,38795.0
8421,Acura,RDX,2015,premium unleaded (recommended),273.0,6.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,,20.0,204.0,35095.0
8422,Acura,RDX,2016,premium unleaded (recommended),279.0,6.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,,20.0,204.0,36670.0
8423,Acura,RDX,2016,premium unleaded (recommended),279.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,,19.0,204.0,36870.0
8424,Acura,RDX,2016,premium unleaded (recommended),279.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,,19.0,204.0,41870.0
8425,Acura,RDX,2016,premium unleaded (recommended),279.0,6.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,,20.0,204.0,39070.0
8426,Acura,RDX,2016,premium unleaded (recommended),279.0,6.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,,20.0,204.0,35370.0
8427,Acura,RDX,2016,premium unleaded (recommended),279.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,,19.0,204.0,38170.0
8428,Acura,RDX,2016,premium unleaded (recommended),279.0,6.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,,20.0,204.0,40370.0
8429,Acura,RDX,2016,premium unleaded (recommended),279.0,6.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,,20.0,204.0,42020.0
8430,Acura,RDX,2016,premium unleaded (recommended),279.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,,19.0,204.0,40570.0
8431,Acura,RDX,2016,premium unleaded (recommended),279.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,,19.0,204.0,43520.0
8432,Acura,RDX,2017,premium unleaded (recommended),279.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,,19.0,204.0,38370.0
8433,Acura,RDX,2017,premium unleaded (recommended),279.0,6.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,,20.0,204.0,39270.0
8434,Acura,RDX,2017,premium unleaded (recommended),279.0,6.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,,20.0,204.0,42220.0
8435,Acura,RDX,2017,premium unleaded (recommended),279.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,,19.0,204.0,42070.0
8436,Acura,RDX,2017,premium unleaded (recommended),279.0,6.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,,20.0,204.0,36870.0
8437,Acura,RDX,2017,premium unleaded (recommended),279.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,,19.0,204.0,37070.0
8438,Acura,RDX,2017,premium unleaded (recommended),279.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,,19.0,204.0,43720.0
